Region,State,District,Year,Quarter,Registered_user,Latitude,Longitude
Northern Region,Punjab,Sangrur,2021,Q3,282372,30.1358257,75.85351544
Northern Region,Punjab,Hoshiarpur,2021,Q3,240996,31.60857425,75.84644247
Northern Region,Punjab,Gurdaspur,2021,Q3,217927,32.166667,75.316667
Northern Region,Punjab,Ludhiana,2021,Q4,1388951,30.9090157,75.851601
Northern Region,Punjab,Sas Nagar,2021,Q4,772068,30.6904366,76.7116208
Northern Region,Punjab,Amritsar,2021,Q4,560687,31.6343083,74.8736788
Northern Region,Punjab,Jalandhar,2021,Q4,528440,31.29201065,75.56805772
Northern Region,Punjab,Patiala,2021,Q4,519356,30.2090874,76.33987209
Northern Region,Punjab,Bathinda,2021,Q4,356940,30.17911535,75.04710156
Northern Region,Punjab,Fazilka,2021,Q4,307291,30.4032097,74.0310609
Northern Region,Punjab,Sangrur,2021,Q4,302394,30.1358257,75.85351544
Northern Region,Punjab,Hoshiarpur,2021,Q4,257735,31.60857425,75.84644247
Northern Region,Punjab,Gurdaspur,2021,Q4,232798,32.166667,75.316667
Northern Region,Punjab,Ludhiana,2022,Q1,1476288,30.9090157,75.851601
Northern Region,Punjab,Sas Nagar,2022,Q1,817209,30.6904366,76.7116208
Northern Region,Punjab,Amritsar,2022,Q1,593970,31.6343083,74.8736788
Northern Region,Punjab,Jalandhar,2022,Q1,560393,31.29201065,75.56805772
Northern Region,Punjab,Patiala,2022,Q1,550482,30.2090874,76.33987209
Northern Region,Punjab,Bathinda,2022,Q1,378864,30.17911535,75.04710156
Northern Region,Punjab,Fazilka,2022,Q1,327088,30.4032097,74.0310609
Northern Region,Punjab,Sangrur,2022,Q1,321129,30.1358257,75.85351544
Northern Region,Punjab,Hoshiarpur,2022,Q1,274004,31.60857425,75.84644247
Northern Region,Punjab,Gurdaspur,2022,Q1,247179,32.166667,75.316667
Northern Region,Punjab,Ludhiana,2022,Q2,1558996,30.9090157,75.851601
Northern Region,Punjab,Sas Nagar,2022,Q2,859976,30.6904366,76.7116208
Northern Region,Punjab,Amritsar,2022,Q2,625338,31.6343083,74.8736788
Northern Region,Punjab,Jalandhar,2022,Q2,590791,31.29201065,75.56805772
Northern Region,Punjab,Patiala,2022,Q2,579934,30.2090874,76.33987209
Northern Region,Punjab,Bathinda,2022,Q2,399793,30.17911535,75.04710156
Northern Region,Punjab,Fazilka,2022,Q2,345717,30.4032097,74.0310609
Northern Region,Punjab,Sangrur,2022,Q2,338752,30.1358257,75.85351544
Northern Region,Punjab,Hoshiarpur,2022,Q2,289259,31.60857425,75.84644247
Northern Region,Punjab,Gurdaspur,2022,Q2,260611,32.166667,75.316667
Northern Region,Punjab,Ludhiana,2022,Q3,1644780,30.9090157,75.851601
Northern Region,Punjab,Sas Nagar,2022,Q3,904073,30.6904366,76.7116208
Northern Region,Punjab,Amritsar,2022,Q3,656700,31.6343083,74.8736788
Northern Region,Punjab,Jalandhar,2022,Q3,621327,31.29201065,75.56805772
Northern Region,Punjab,Patiala,2022,Q3,608884,30.2090874,76.33987209
Northern Region,Punjab,Bathinda,2022,Q3,420285,30.17911535,75.04710156
Northern Region,Punjab,Fazilka,2022,Q3,363909,30.4032097,74.0310609
Northern Region,Punjab,Sangrur,2022,Q3,355769,30.1358257,75.85351544
Northern Region,Punjab,Hoshiarpur,2022,Q3,303683,31.60857425,75.84644247
Northern Region,Punjab,Gurdaspur,2022,Q3,273518,32.166667,75.316667
Northern Region,Punjab,Ludhiana,2022,Q4,1728119,30.9090157,75.851601
Northern Region,Punjab,Sas Nagar,2022,Q4,946603,30.6904366,76.7116208
Northern Region,Punjab,Amritsar,2022,Q4,686055,31.6343083,74.8736788
Northern Region,Punjab,Jalandhar,2022,Q4,649918,31.29201065,75.56805772
Northern Region,Punjab,Patiala,2022,Q4,635654,30.2090874,76.33987209
Northern Region,Punjab,Bathinda,2022,Q4,439064,30.17911535,75.04710156
Northern Region,Punjab,Fazilka,2022,Q4,380321,30.4032097,74.0310609
Northern Region,Punjab,Sangrur,2022,Q4,370649,30.1358257,75.85351544
Northern Region,Punjab,Hoshiarpur,2022,Q4,316389,31.60857425,75.84644247
Northern Region,Punjab,Gurdaspur,2022,Q4,284591,32.166667,75.316667
Western Region,Rajasthan,Jaipur,2018,Q1,900773,26.9154576,75.8189817
Western Region,Rajasthan,Alwar,2018,Q1,203096,27.5,76.5
Western Region,Rajasthan,Jodhpur,2018,Q1,172648,26.2967719,73.0351433
Western Region,Rajasthan,Kota,2018,Q1,141411,25.1737019,75.8574194
Western Region,Rajasthan,Sikar,2018,Q1,133983,27.66241555,75.0279971
Western Region,Rajasthan,Ajmer,2018,Q1,118458,26.4691,74.639
Western Region,Rajasthan,Udaipur,2018,Q1,111919,24.578721,73.6862571
Western Region,Rajasthan,Bhilwara,2018,Q1,111753,25.5,74.75
Western Region,Rajasthan,Nagaur,2018,Q1,101581,27.0237969,74.2037201
Western Region,Rajasthan,Jhunjhunu,2018,Q1,98912,28.1287995,75.3992581
Western Region,Rajasthan,Jaipur,2018,Q2,1182983,26.9154576,75.8189817
Western Region,Rajasthan,Alwar,2018,Q2,275869,27.5,76.5
Western Region,Rajasthan,Jodhpur,2018,Q2,229215,26.2967719,73.0351433
Western Region,Rajasthan,Kota,2018,Q2,184759,25.1737019,75.8574194
Western Region,Rajasthan,Sikar,2018,Q2,178308,27.66241555,75.0279971
Western Region,Rajasthan,Ajmer,2018,Q2,157947,26.4691,74.639
Western Region,Rajasthan,Bhilwara,2018,Q2,149055,25.5,74.75
Western Region,Rajasthan,Udaipur,2018,Q2,146348,24.578721,73.6862571
Western Region,Rajasthan,Nagaur,2018,Q2,138240,27.0237969,74.2037201
Western Region,Rajasthan,Jhunjhunu,2018,Q2,134221,28.1287995,75.3992581
Western Region,Rajasthan,Jaipur,2018,Q3,1438305,26.9154576,75.8189817
Western Region,Rajasthan,Alwar,2018,Q3,345018,27.5,76.5
Western Region,Rajasthan,Jodhpur,2018,Q3,278965,26.2967719,73.0351433
Western Region,Rajasthan,Kota,2018,Q3,218406,25.1737019,75.8574194
Western Region,Rajasthan,Sikar,2018,Q3,216465,27.66241555,75.0279971
Western Region,Rajasthan,Ajmer,2018,Q3,193489,26.4691,74.639
Western Region,Rajasthan,Bhilwara,2018,Q3,184376,25.5,74.75
Western Region,Rajasthan,Udaipur,2018,Q3,176698,24.578721,73.6862571
Western Region,Rajasthan,Nagaur,2018,Q3,170749,27.0237969,74.2037201
Western Region,Rajasthan,Jhunjhunu,2018,Q3,162942,28.1287995,75.3992581
Western Region,Rajasthan,Jaipur,2018,Q4,1733893,26.9154576,75.8189817
Western Region,Rajasthan,Alwar,2018,Q4,426052,27.5,76.5
Western Region,Rajasthan,Jodhpur,2018,Q4,352924,26.2967719,73.0351433
Western Region,Rajasthan,Kota,2018,Q4,263264,25.1737019,75.8574194
Western Region,Rajasthan,Sikar,2018,Q4,262310,27.66241555,75.0279971
Western Region,Rajasthan,Ajmer,2018,Q4,237037,26.4691,74.639
Western Region,Rajasthan,Bhilwara,2018,Q4,225409,25.5,74.75
Western Region,Rajasthan,Udaipur,2018,Q4,216089,24.578721,73.6862571
Western Region,Rajasthan,Nagaur,2018,Q4,210067,27.0237969,74.2037201
Western Region,Rajasthan,Jhunjhunu,2018,Q4,196607,28.1287995,75.3992581
Western Region,Rajasthan,Jaipur,2019,Q1,2060175,26.9154576,75.8189817
Western Region,Rajasthan,Alwar,2019,Q1,517681,27.5,76.5
Western Region,Rajasthan,Jodhpur,2019,Q1,434178,26.2967719,73.0351433
Western Region,Rajasthan,Sikar,2019,Q1,318166,27.66241555,75.0279971
Western Region,Rajasthan,Kota,2019,Q1,318085,25.1737019,75.8574194
Western Region,Rajasthan,Ajmer,2019,Q1,290433,26.4691,74.639
Western Region,Rajasthan,Bhilwara,2019,Q1,276384,25.5,74.75
Western Region,Rajasthan,Nagaur,2019,Q1,259361,27.0237969,74.2037201
Western Region,Rajasthan,Udaipur,2019,Q1,258915,24.578721,73.6862571
Western Region,Rajasthan,Jhunjhunu,2019,Q1,238956,28.1287995,75.3992581
Western Region,Rajasthan,Jaipur,2019,Q2,2290462,26.9154576,75.8189817
Western Region,Rajasthan,Alwar,2019,Q2,593855,27.5,76.5
Western Region,Rajasthan,Jodhpur,2019,Q2,499967,26.2967719,73.0351433
Western Region,Rajasthan,Sikar,2019,Q2,366729,27.66241555,75.0279971
Western Region,Rajasthan,Kota,2019,Q2,359152,25.1737019,75.8574194
Western Region,Rajasthan,Ajmer,2019,Q2,335167,26.4691,74.639
Western Region,Rajasthan,Bhilwara,2019,Q2,314517,25.5,74.75
Western Region,Rajasthan,Nagaur,2019,Q2,301083,27.0237969,74.2037201
Western Region,Rajasthan,Udaipur,2019,Q2,296062,24.578721,73.6862571
Western Region,Rajasthan,Jhunjhunu,2019,Q2,275603,28.1287995,75.3992581
Western Region,Rajasthan,Jaipur,2019,Q3,2520933,26.9154576,75.8189817
Western Region,Rajasthan,Alwar,2019,Q3,666462,27.5,76.5
Western Region,Rajasthan,Jodhpur,2019,Q3,557784,26.2967719,73.0351433
Western Region,Rajasthan,Sikar,2019,Q3,412367,27.66241555,75.0279971
Western Region,Rajasthan,Kota,2019,Q3,399776,25.1737019,75.8574194
Western Region,Rajasthan,Ajmer,2019,Q3,378921,26.4691,74.639
Western Region,Rajasthan,Bhilwara,2019,Q3,352747,25.5,74.75
Western Region,Rajasthan,Nagaur,2019,Q3,337197,27.0237969,74.2037201
Western Region,Rajasthan,Udaipur,2019,Q3,336408,24.578721,73.6862571
Western Region,Rajasthan,Jhunjhunu,2019,Q3,307034,28.1287995,75.3992581
Western Region,Rajasthan,Jaipur,2019,Q4,2746860,26.9154576,75.8189817
Western Region,Rajasthan,Alwar,2019,Q4,742956,27.5,76.5
Western Region,Rajasthan,Jodhpur,2019,Q4,622601,26.2967719,73.0351433
Western Region,Rajasthan,Sikar,2019,Q4,464940,27.66241555,75.0279971
Western Region,Rajasthan,Kota,2019,Q4,441496,25.1737019,75.8574194
Western Region,Rajasthan,Ajmer,2019,Q4,426926,26.4691,74.639
Western Region,Rajasthan,Bhilwara,2019,Q4,394803,25.5,74.75
Western Region,Rajasthan,Nagaur,2019,Q4,383582,27.0237969,74.2037201
Western Region,Rajasthan,Udaipur,2019,Q4,378564,24.578721,73.6862571
Western Region,Rajasthan,Jhunjhunu,2019,Q4,344011,28.1287995,75.3992581
Western Region,Rajasthan,Jaipur,2020,Q1,2966508,26.9154576,75.8189817
Western Region,Rajasthan,Alwar,2020,Q1,825297,27.5,76.5
Western Region,Rajasthan,Jodhpur,2020,Q1,695569,26.2967719,73.0351433
Western Region,Rajasthan,Sikar,2020,Q1,522371,27.66241555,75.0279971
Western Region,Rajasthan,Kota,2020,Q1,483202,25.1737019,75.8574194
Western Region,Rajasthan,Ajmer,2020,Q1,482545,26.4691,74.639
Western Region,Rajasthan,Bhilwara,2020,Q1,442746,25.5,74.75
Western Region,Rajasthan,Nagaur,2020,Q1,437492,27.0237969,74.2037201
Western Region,Rajasthan,Udaipur,2020,Q1,422167,24.578721,73.6862571
Western Region,Rajasthan,Jhunjhunu,2020,Q1,386643,28.1287995,75.3992581
Western Region,Rajasthan,Jaipur,2020,Q2,3182014,26.9154576,75.8189817
Western Region,Rajasthan,Alwar,2020,Q2,915475,27.5,76.5
Western Region,Rajasthan,Jodhpur,2020,Q2,786584,26.2967719,73.0351433
Western Region,Rajasthan,Sikar,2020,Q2,589850,27.66241555,75.0279971
Western Region,Rajasthan,Ajmer,2020,Q2,543273,26.4691,74.639
Western Region,Rajasthan,Kota,2020,Q2,529843,25.1737019,75.8574194
Western Region,Rajasthan,Nagaur,2020,Q2,507139,27.0237969,74.2037201
Western Region,Rajasthan,Bhilwara,2020,Q2,494563,25.5,74.75
Western Region,Rajasthan,Udaipur,2020,Q2,470976,24.578721,73.6862571
Western Region,Rajasthan,Jhunjhunu,2020,Q2,438673,28.1287995,75.3992581
Western Region,Rajasthan,Jaipur,2020,Q3,3433167,26.9154576,75.8189817
Western Region,Rajasthan,Alwar,2020,Q3,1008033,27.5,76.5
Western Region,Rajasthan,Jodhpur,2020,Q3,870849,26.2967719,73.0351433
Western Region,Rajasthan,Sikar,2020,Q3,652190,27.66241555,75.0279971
Western Region,Rajasthan,Ajmer,2020,Q3,605298,26.4691,74.639
Western Region,Rajasthan,Kota,2020,Q3,577117,25.1737019,75.8574194
Western Region,Rajasthan,Nagaur,2020,Q3,564788,27.0237969,74.2037201
Western Region,Rajasthan,Bhilwara,2020,Q3,548564,25.5,74.75
Western Region,Rajasthan,Udaipur,2020,Q3,522695,24.578721,73.6862571
Western Region,Rajasthan,Jhunjhunu,2020,Q3,484411,28.1287995,75.3992581
Western Region,Rajasthan,Jaipur,2020,Q4,3679874,26.9154576,75.8189817
Western Region,Rajasthan,Alwar,2020,Q4,1096436,27.5,76.5
Western Region,Rajasthan,Jodhpur,2020,Q4,956422,26.2967719,73.0351433
Western Region,Rajasthan,Sikar,2020,Q4,712668,27.66241555,75.0279971
Western Region,Rajasthan,Ajmer,2020,Q4,667786,26.4691,74.639
Western Region,Rajasthan,Kota,2020,Q4,625674,25.1737019,75.8574194
Western Region,Rajasthan,Nagaur,2020,Q4,621602,27.0237969,74.2037201
Western Region,Rajasthan,Bhilwara,2020,Q4,600492,25.5,74.75
Western Region,Rajasthan,Udaipur,2020,Q4,572833,24.578721,73.6862571
Western Region,Rajasthan,Jhunjhunu,2020,Q4,527749,28.1287995,75.3992581
Western Region,Rajasthan,Jaipur,2021,Q1,3951866,26.9154576,75.8189817
Western Region,Rajasthan,Alwar,2021,Q1,1185599,27.5,76.5
Western Region,Rajasthan,Jodhpur,2021,Q1,1036855,26.2967719,73.0351433
Western Region,Rajasthan,Sikar,2021,Q1,770103,27.66241555,75.0279971
Western Region,Rajasthan,Ajmer,2021,Q1,723852,26.4691,74.639
Western Region,Rajasthan,Kota,2021,Q1,674683,25.1737019,75.8574194
Western Region,Rajasthan,Nagaur,2021,Q1,674465,27.0237969,74.2037201
Western Region,Rajasthan,Bhilwara,2021,Q1,651400,25.5,74.75
Western Region,Rajasthan,Udaipur,2021,Q1,619264,24.578721,73.6862571
Western Region,Rajasthan,Jhunjhunu,2021,Q1,569602,28.1287995,75.3992581
Western Region,Rajasthan,Jaipur,2021,Q2,4226231,26.9154576,75.8189817
Western Region,Rajasthan,Alwar,2021,Q2,1273307,27.5,76.5
Western Region,Rajasthan,Jodhpur,2021,Q2,1114131,26.2967719,73.0351433
Western Region,Rajasthan,Sikar,2021,Q2,826855,27.66241555,75.0279971
Western Region,Rajasthan,Ajmer,2021,Q2,776294,26.4691,74.639
Western Region,Rajasthan,Nagaur,2021,Q2,726871,27.0237969,74.2037201
Western Region,Rajasthan,Kota,2021,Q2,722793,25.1737019,75.8574194
Western Region,Rajasthan,Bhilwara,2021,Q2,701929,25.5,74.75
Western Region,Rajasthan,Udaipur,2021,Q2,664816,24.578721,73.6862571
Western Region,Rajasthan,Jhunjhunu,2021,Q2,611825,28.1287995,75.3992581
Western Region,Rajasthan,Jaipur,2021,Q3,4534297,26.9154576,75.8189817
Western Region,Rajasthan,Alwar,2021,Q3,1374586,27.5,76.5
Western Region,Rajasthan,Jodhpur,2021,Q3,1202937,26.2967719,73.0351433
Western Region,Rajasthan,Sikar,2021,Q3,892015,27.66241555,75.0279971
Western Region,Rajasthan,Ajmer,2021,Q3,835375,26.4691,74.639
Western Region,Rajasthan,Nagaur,2021,Q3,787565,27.0237969,74.2037201
Western Region,Rajasthan,Kota,2021,Q3,777099,25.1737019,75.8574194
Western Region,Rajasthan,Bhilwara,2021,Q3,760232,25.5,74.75
Western Region,Rajasthan,Udaipur,2021,Q3,716657,24.578721,73.6862571
Western Region,Rajasthan,Jhunjhunu,2021,Q3,660246,28.1287995,75.3992581
Western Region,Rajasthan,Jaipur,2021,Q4,4841883,26.9154576,75.8189817
Western Region,Rajasthan,Alwar,2021,Q4,1474129,27.5,76.5
Western Region,Rajasthan,Jodhpur,2021,Q4,1288773,26.2967719,73.0351433
Western Region,Rajasthan,Sikar,2021,Q4,955025,27.66241555,75.0279971
Western Region,Rajasthan,Ajmer,2021,Q4,892912,26.4691,74.639
Western Region,Rajasthan,Nagaur,2021,Q4,845508,27.0237969,74.2037201
Western Region,Rajasthan,Kota,2021,Q4,831250,25.1737019,75.8574194
Western Region,Rajasthan,Bhilwara,2021,Q4,816969,25.5,74.75
Western Region,Rajasthan,Udaipur,2021,Q4,767224,24.578721,73.6862571
Western Region,Rajasthan,Jhunjhunu,2021,Q4,706897,28.1287995,75.3992581
Western Region,Rajasthan,Jaipur,2022,Q1,5133527,26.9154576,75.8189817
Western Region,Rajasthan,Alwar,2022,Q1,1570711,27.5,76.5
Western Region,Rajasthan,Jodhpur,2022,Q1,1370206,26.2967719,73.0351433
Western Region,Rajasthan,Sikar,2022,Q1,1017503,27.66241555,75.0279971
Western Region,Rajasthan,Ajmer,2022,Q1,947827,26.4691,74.639
Western Region,Rajasthan,Nagaur,2022,Q1,901819,27.0237969,74.2037201
Western Region,Rajasthan,Kota,2022,Q1,882916,25.1737019,75.8574194
Western Region,Rajasthan,Bhilwara,2022,Q1,871188,25.5,74.75
Western Region,Rajasthan,Udaipur,2022,Q1,816476,24.578721,73.6862571
Western Region,Rajasthan,Jhunjhunu,2022,Q1,752608,28.1287995,75.3992581
Western Region,Rajasthan,Jaipur,2022,Q2,5409763,26.9154576,75.8189817
Western Region,Rajasthan,Alwar,2022,Q2,1661785,27.5,76.5
Western Region,Rajasthan,Jodhpur,2022,Q2,1444490,26.2967719,73.0351433
Western Region,Rajasthan,Sikar,2022,Q2,1074986,27.66241555,75.0279971
Western Region,Rajasthan,Ajmer,2022,Q2,998746,26.4691,74.639
Western Region,Rajasthan,Nagaur,2022,Q2,952752,27.0237969,74.2037201
Western Region,Rajasthan,Kota,2022,Q2,931689,25.1737019,75.8574194
Western Region,Rajasthan,Bhilwara,2022,Q2,921021,25.5,74.75
Western Region,Rajasthan,Udaipur,2022,Q2,862053,24.578721,73.6862571
Western Region,Rajasthan,Jhunjhunu,2022,Q2,795815,28.1287995,75.3992581
Western Region,Rajasthan,Jaipur,2022,Q3,5696726,26.9154576,75.8189817
Western Region,Rajasthan,Alwar,2022,Q3,1755844,27.5,76.5
Western Region,Rajasthan,Jodhpur,2022,Q3,1517702,26.2967719,73.0351433
Western Region,Rajasthan,Sikar,2022,Q3,1133443,27.66241555,75.0279971
Western Region,Rajasthan,Ajmer,2022,Q3,1050146,26.4691,74.639
Western Region,Rajasthan,Nagaur,2022,Q3,1001401,27.0237969,74.2037201
Western Region,Rajasthan,Kota,2022,Q3,982248,25.1737019,75.8574194
Western Region,Rajasthan,Bhilwara,2022,Q3,971352,25.5,74.75
Western Region,Rajasthan,Udaipur,2022,Q3,908034,24.578721,73.6862571
Western Region,Rajasthan,Jhunjhunu,2022,Q3,839052,28.1287995,75.3992581
Western Region,Rajasthan,Jaipur,2022,Q4,5975863,26.9154576,75.8189817
Western Region,Rajasthan,Alwar,2022,Q4,1843138,27.5,76.5
Western Region,Rajasthan,Jodhpur,2022,Q4,1583620,26.2967719,73.0351433
Western Region,Rajasthan,Sikar,2022,Q4,1185927,27.66241555,75.0279971
Western Region,Rajasthan,Ajmer,2022,Q4,1097266,26.4691,74.639
Western Region,Rajasthan,Nagaur,2022,Q4,1043562,27.0237969,74.2037201
Western Region,Rajasthan,Kota,2022,Q4,1031196,25.1737019,75.8574194
Western Region,Rajasthan,Bhilwara,2022,Q4,1017032,25.5,74.75
Western Region,Rajasthan,Udaipur,2022,Q4,949767,24.578721,73.6862571
Western Region,Rajasthan,Jhunjhunu,2022,Q4,876787,28.1287995,75.3992581
Eastern Region,Sikkim,East Sikkim,2018,Q1,12749,27.2799097,88.67466492
Eastern Region,Sikkim,South Sikkim,2018,Q1,3679,27.333333,88.416667
Eastern Region,Sikkim,West Sikkim,2018,Q1,2048,27.41851735,88.18083383
Eastern Region,Sikkim,North Sikkim,2018,Q1,1575,27.666667,88.5
Eastern Region,Sikkim,East Sikkim,2018,Q2,17767,27.2799097,88.67466492
Eastern Region,Sikkim,South Sikkim,2018,Q2,5147,27.333333,88.416667
Eastern Region,Sikkim,West Sikkim,2018,Q2,2868,27.41851735,88.18083383
Eastern Region,Sikkim,North Sikkim,2018,Q2,2315,27.666667,88.5
Eastern Region,Sikkim,East Sikkim,2018,Q3,23460,27.2799097,88.67466492
Eastern Region,Sikkim,South Sikkim,2018,Q3,6943,27.333333,88.416667
Eastern Region,Sikkim,West Sikkim,2018,Q3,4042,27.41851735,88.18083383
Eastern Region,Sikkim,North Sikkim,2018,Q3,3192,27.666667,88.5
Eastern Region,Sikkim,East Sikkim,2018,Q4,29948,27.2799097,88.67466492
Eastern Region,Sikkim,South Sikkim,2018,Q4,8992,27.333333,88.416667
Eastern Region,Sikkim,West Sikkim,2018,Q4,5328,27.41851735,88.18083383
Eastern Region,Sikkim,North Sikkim,2018,Q4,4270,27.666667,88.5
Eastern Region,Sikkim,East Sikkim,2019,Q1,36124,27.2799097,88.67466492
Eastern Region,Sikkim,South Sikkim,2019,Q1,11031,27.333333,88.416667
Eastern Region,Sikkim,West Sikkim,2019,Q1,6479,27.41851735,88.18083383
Eastern Region,Sikkim,North Sikkim,2019,Q1,5322,27.666667,88.5
Eastern Region,Sikkim,East Sikkim,2019,Q2,43048,27.2799097,88.67466492
Eastern Region,Sikkim,South Sikkim,2019,Q2,13547,27.333333,88.416667
Eastern Region,Sikkim,West Sikkim,2019,Q2,8064,27.41851735,88.18083383
Eastern Region,Sikkim,North Sikkim,2019,Q2,6340,27.666667,88.5
Eastern Region,Sikkim,East Sikkim,2019,Q3,49404,27.2799097,88.67466492
Eastern Region,Sikkim,South Sikkim,2019,Q3,16016,27.333333,88.416667
Eastern Region,Sikkim,West Sikkim,2019,Q3,9481,27.41851735,88.18083383
Eastern Region,Sikkim,North Sikkim,2019,Q3,7227,27.666667,88.5
Eastern Region,Sikkim,East Sikkim,2019,Q4,55340,27.2799097,88.67466492
Eastern Region,Sikkim,South Sikkim,2019,Q4,18461,27.333333,88.416667
Eastern Region,Sikkim,West Sikkim,2019,Q4,11078,27.41851735,88.18083383
Eastern Region,Sikkim,North Sikkim,2019,Q4,8093,27.666667,88.5
Eastern Region,Sikkim,East Sikkim,2020,Q1,61820,27.2799097,88.67466492
Eastern Region,Sikkim,South Sikkim,2020,Q1,21043,27.333333,88.416667
Eastern Region,Sikkim,West Sikkim,2020,Q1,12746,27.41851735,88.18083383
Eastern Region,Sikkim,North Sikkim,2020,Q1,9022,27.666667,88.5
Eastern Region,Sikkim,East Sikkim,2020,Q2,69829,27.2799097,88.67466492
Eastern Region,Sikkim,South Sikkim,2020,Q2,24768,27.333333,88.416667
Eastern Region,Sikkim,West Sikkim,2020,Q2,15082,27.41851735,88.18083383
Eastern Region,Sikkim,North Sikkim,2020,Q2,10242,27.666667,88.5
Eastern Region,Sikkim,East Sikkim,2020,Q3,78018,27.2799097,88.67466492
Eastern Region,Sikkim,South Sikkim,2020,Q3,28038,27.333333,88.416667
Eastern Region,Sikkim,West Sikkim,2020,Q3,17400,27.41851735,88.18083383
Eastern Region,Sikkim,North Sikkim,2020,Q3,11317,27.666667,88.5
Eastern Region,Sikkim,East Sikkim,2020,Q4,85770,27.2799097,88.67466492
Eastern Region,Sikkim,South Sikkim,2020,Q4,31055,27.333333,88.416667
Eastern Region,Sikkim,West Sikkim,2020,Q4,19217,27.41851735,88.18083383
Eastern Region,Sikkim,North Sikkim,2020,Q4,12501,27.666667,88.5
Eastern Region,Sikkim,East Sikkim,2021,Q1,92502,27.2799097,88.67466492
Eastern Region,Sikkim,South Sikkim,2021,Q1,33490,27.333333,88.416667
Eastern Region,Sikkim,West Sikkim,2021,Q1,20769,27.41851735,88.18083383
Eastern Region,Sikkim,North Sikkim,2021,Q1,13452,27.666667,88.5
Eastern Region,Sikkim,East Sikkim,2021,Q2,99077,27.2799097,88.67466492
Eastern Region,Sikkim,South Sikkim,2021,Q2,35900,27.333333,88.416667
Eastern Region,Sikkim,West Sikkim,2021,Q2,22352,27.41851735,88.18083383
Eastern Region,Sikkim,North Sikkim,2021,Q2,14411,27.666667,88.5
Eastern Region,Sikkim,East Sikkim,2021,Q3,106352,27.2799097,88.67466492
Eastern Region,Sikkim,South Sikkim,2021,Q3,38616,27.333333,88.416667
Eastern Region,Sikkim,West Sikkim,2021,Q3,24132,27.41851735,88.18083383
Eastern Region,Sikkim,North Sikkim,2021,Q3,15593,27.666667,88.5
Eastern Region,Sikkim,East Sikkim,2021,Q4,113537,27.2799097,88.67466492
Eastern Region,Sikkim,South Sikkim,2021,Q4,41311,27.333333,88.416667
Eastern Region,Sikkim,West Sikkim,2021,Q4,25834,27.41851735,88.18083383
Eastern Region,Sikkim,North Sikkim,2021,Q4,16725,27.666667,88.5
Eastern Region,Sikkim,East Sikkim,2022,Q1,120360,27.2799097,88.67466492
Eastern Region,Sikkim,South Sikkim,2022,Q1,43881,27.333333,88.416667
Eastern Region,Sikkim,West Sikkim,2022,Q1,27594,27.41851735,88.18083383
Eastern Region,Sikkim,North Sikkim,2022,Q1,17781,27.666667,88.5
Eastern Region,Sikkim,East Sikkim,2022,Q2,126666,27.2799097,88.67466492
Eastern Region,Sikkim,South Sikkim,2022,Q2,46351,27.333333,88.416667
Eastern Region,Sikkim,West Sikkim,2022,Q2,29184,27.41851735,88.18083383
Eastern Region,Sikkim,North Sikkim,2022,Q2,18793,27.666667,88.5
Eastern Region,Sikkim,East Sikkim,2022,Q3,133152,27.2799097,88.67466492
Eastern Region,Sikkim,South Sikkim,2022,Q3,48673,27.333333,88.416667
Eastern Region,Sikkim,West Sikkim,2022,Q3,30513,27.41851735,88.18083383
Eastern Region,Sikkim,North Sikkim,2022,Q3,19687,27.666667,88.5
Eastern Region,Sikkim,East Sikkim,2022,Q4,139175,27.2799097,88.67466492
Eastern Region,Sikkim,South Sikkim,2022,Q4,50716,27.333333,88.416667
Eastern Region,Sikkim,West Sikkim,2022,Q4,31605,27.41851735,88.18083383
Eastern Region,Sikkim,North Sikkim,2022,Q4,20472,27.666667,88.5
Southern Region,Tamil Nadu,Chennai,2018,Q1,292004,13.0836939,80.270186
Southern Region,Tamil Nadu,Tiruvallur,2018,Q1,215622,13.1394221,79.9070839
Southern Region,Tamil Nadu,Chengalpattu,2018,Q1,215210,12.6840886,79.9836371
Southern Region,Tamil Nadu,Coimbatore,2018,Q1,170306,11.0018115,76.9628425
Southern Region,Tamil Nadu,Kanchipuram,2018,Q1,136352,12.9647163,79.9839686
Southern Region,Tamil Nadu,Salem,2018,Q1,88288,11.6549142,78.1584923
Southern Region,Tamil Nadu,Tiruppur,2018,Q1,87652,11.1017815,77.345192
Southern Region,Tamil Nadu,Madurai,2018,Q1,72582,9.9261153,78.1140983
Southern Region,Tamil Nadu,Krishnagiri,2018,Q1,66958,12.5188835,78.2206536
Southern Region,Tamil Nadu,Tiruchirappalli,2018,Q1,62230,10.804973,78.6870296
Southern Region,Tamil Nadu,Chennai,2018,Q2,401349,13.0836939,80.270186
Southern Region,Tamil Nadu,Tiruvallur,2018,Q2,300210,13.1394221,79.9070839
Southern Region,Tamil Nadu,Chengalpattu,2018,Q2,292432,12.6840886,79.9836371
Southern Region,Tamil Nadu,Coimbatore,2018,Q2,244374,11.0018115,76.9628425
Southern Region,Tamil Nadu,Kanchipuram,2018,Q2,188583,12.9647163,79.9839686
Southern Region,Tamil Nadu,Tiruppur,2018,Q2,128535,11.1017815,77.345192
Southern Region,Tamil Nadu,Salem,2018,Q2,126830,11.6549142,78.1584923
