Region,State,District,Year,Quarter,Total_transaction_count,Total_transaction_amount,Latitude,Longitude
Southern Region,Andhra Pradesh,East Godavari,2022,Q4,68016055,136531110139.86255,16.99842865,81.71561488
Southern Region,Andhra Pradesh,Anantapur,2022,Q4,48299601,101533878537.23431,14.6546235,77.55625984
Southern Region,Andhra Pradesh,West Godavari,2022,Q4,47919930,105335724990.59326,16.63713765,81.58909666
Southern Region,Andhra Pradesh,Kurnool,2022,Q4,43524766,94667441029.08344,15.8309251,78.0425373
Southern Region,Andhra Pradesh,Nellore,2022,Q4,42582064,92085916180.68509,14.4493717,79.9873763
Southern Region,Andhra Pradesh,Prakasam,2022,Q4,37211077,88105031866.36835,15.6589741,79.47164373
North-Eastern Region,Arunachal Pradesh,Papum Pare,2018,Q1,14224,32555848.462331478,27.28636665,93.6187716
North-Eastern Region,Arunachal Pradesh,West Kameng,2018,Q1,5787,9540632.547015157,27.4,92.35
North-Eastern Region,Arunachal Pradesh,Lohit,2018,Q1,3747,11496949.54576835,27.8239052,95.861898
North-Eastern Region,Arunachal Pradesh,East Siang,2018,Q1,3286,5533620.186295529,28.3,95.15
North-Eastern Region,Arunachal Pradesh,Changlang,2018,Q1,3195,5380749.415278763,27.1398402,95.7382485
North-Eastern Region,Arunachal Pradesh,Tawang,2018,Q1,2334,5055665.022950603,27.5879186,91.863733
North-Eastern Region,Arunachal Pradesh,Longding,2018,Q1,2321,4361531.578447229,26.8794546,95.31556525
North-Eastern Region,Arunachal Pradesh,West Siang,2018,Q1,1887,4796675.565399804,28.4,94.55
North-Eastern Region,Arunachal Pradesh,Lower Subansiri,2018,Q1,1477,3650727.893614269,27.8,93.6
North-Eastern Region,Arunachal Pradesh,Namsai,2018,Q1,1400,2162984.705083958,27.71403055,96.01597094
North-Eastern Region,Arunachal Pradesh,Papum Pare,2018,Q2,25363,66520931.20355793,27.28636665,93.6187716
North-Eastern Region,Arunachal Pradesh,West Kameng,2018,Q2,10466,25521321.34140157,27.4,92.35
North-Eastern Region,Arunachal Pradesh,Lohit,2018,Q2,6962,20520618.881890118,27.8239052,95.861898
North-Eastern Region,Arunachal Pradesh,East Siang,2018,Q2,6363,15285584.202916935,28.3,95.15
North-Eastern Region,Arunachal Pradesh,Changlang,2018,Q2,6066,13294258.50337311,27.1398402,95.7382485
North-Eastern Region,Arunachal Pradesh,Tawang,2018,Q2,5447,13722374.811357912,27.5879186,91.863733
North-Eastern Region,Arunachal Pradesh,Longding,2018,Q2,4634,10271170.165521314,26.8794546,95.31556525
North-Eastern Region,Arunachal Pradesh,Namsai,2018,Q2,3230,6271811.327635023,27.71403055,96.01597094
North-Eastern Region,Arunachal Pradesh,West Siang,2018,Q2,2579,7610989.567485569,28.4,94.55
North-Eastern Region,Arunachal Pradesh,Lower Siang,2018,Q2,2292,2179451.657976534,27.80069825,94.56502334
North-Eastern Region,Arunachal Pradesh,Papum Pare,2018,Q3,43282,101080479.2917223,27.28636665,93.6187716
North-Eastern Region,Arunachal Pradesh,West Kameng,2018,Q3,17026,48528147.45054105,27.4,92.35
North-Eastern Region,Arunachal Pradesh,Lohit,2018,Q3,11595,32702331.664437763,27.8239052,95.861898
North-Eastern Region,Arunachal Pradesh,East Siang,2018,Q3,10539,24885270.773230057,28.3,95.15
North-Eastern Region,Arunachal Pradesh,Changlang,2018,Q3,10162,20494174.949715402,27.1398402,95.7382485
North-Eastern Region,Arunachal Pradesh,Tawang,2018,Q3,8715,25733824.994109266,27.5879186,91.863733
North-Eastern Region,Arunachal Pradesh,Longding,2018,Q3,5288,18327334.050755527,26.8794546,95.31556525
North-Eastern Region,Arunachal Pradesh,Namsai,2018,Q3,5076,10698272.774381302,27.71403055,96.01597094
North-Eastern Region,Arunachal Pradesh,West Siang,2018,Q3,3337,12966152.792519316,28.4,94.55
North-Eastern Region,Arunachal Pradesh,Tirap,2018,Q3,3322,7479257.007852319,27.03016895,95.49791755
North-Eastern Region,Arunachal Pradesh,Papum Pare,2018,Q4,55224,154875448.20778143,27.28636665,93.6187716
North-Eastern Region,Arunachal Pradesh,West Kameng,2018,Q4,25439,89194886.84322134,27.4,92.35
North-Eastern Region,Arunachal Pradesh,Lohit,2018,Q4,14268,40510521.949797615,27.8239052,95.861898
North-Eastern Region,Arunachal Pradesh,Changlang,2018,Q4,13950,32343047.413952358,27.1398402,95.7382485
North-Eastern Region,Arunachal Pradesh,East Siang,2018,Q4,12893,34272134.344916776,28.3,95.15
North-Eastern Region,Arunachal Pradesh,Tawang,2018,Q4,11104,35921510.89403269,27.5879186,91.863733
North-Eastern Region,Arunachal Pradesh,Namsai,2018,Q4,7244,17643523.29373534,27.71403055,96.01597094
North-Eastern Region,Arunachal Pradesh,Longding,2018,Q4,6581,22545311.85089966,26.8794546,95.31556525
North-Eastern Region,Arunachal Pradesh,Tirap,2018,Q4,5725,10811742.670586085,27.03016895,95.49791755
North-Eastern Region,Arunachal Pradesh,Lower Dibang Valley,2018,Q4,4227,10951332.393937869,28.21495625,95.87877404
North-Eastern Region,Arunachal Pradesh,Papum Pare,2019,Q1,70941,188556716.3567257,27.28636665,93.6187716
North-Eastern Region,Arunachal Pradesh,West Kameng,2019,Q1,34289,101333633.67604163,27.4,92.35
North-Eastern Region,Arunachal Pradesh,Changlang,2019,Q1,17589,40239141.669717625,27.1398402,95.7382485
North-Eastern Region,Arunachal Pradesh,Lohit,2019,Q1,15896,42834776.778045304,27.8239052,95.861898
North-Eastern Region,Arunachal Pradesh,East Siang,2019,Q1,15621,39284373.05409969,28.3,95.15
North-Eastern Region,Arunachal Pradesh,Tawang,2019,Q1,13102,39489779.13784294,27.5879186,91.863733
North-Eastern Region,Arunachal Pradesh,Namsai,2019,Q1,8600,20065516.616355177,27.71403055,96.01597094
North-Eastern Region,Arunachal Pradesh,Longding,2019,Q1,7287,25349462.055245366,26.8794546,95.31556525
North-Eastern Region,Arunachal Pradesh,Tirap,2019,Q1,6877,14075747.836402504,27.03016895,95.49791755
North-Eastern Region,Arunachal Pradesh,Lower Dibang Valley,2019,Q1,6314,13738776.18143886,28.21495625,95.87877404
North-Eastern Region,Arunachal Pradesh,Papum Pare,2019,Q2,86433,246640891.34861866,27.28636665,93.6187716
North-Eastern Region,Arunachal Pradesh,West Kameng,2019,Q2,37430,122521180.75595039,27.4,92.35
North-Eastern Region,Arunachal Pradesh,Lohit,2019,Q2,18693,48893746.831022196,27.8239052,95.861898
North-Eastern Region,Arunachal Pradesh,Changlang,2019,Q2,18631,48891048.26477764,27.1398402,95.7382485
North-Eastern Region,Arunachal Pradesh,East Siang,2019,Q2,16494,46549881.23941852,28.3,95.15
North-Eastern Region,Arunachal Pradesh,Tawang,2019,Q2,15960,55915834.5871187,27.5879186,91.863733
North-Eastern Region,Arunachal Pradesh,Namsai,2019,Q2,9637,22491356.65721929,27.71403055,96.01597094
North-Eastern Region,Arunachal Pradesh,West Siang,2019,Q2,8041,24549832.977181494,28.4,94.55
North-Eastern Region,Arunachal Pradesh,Tirap,2019,Q2,6868,18633793.43372325,27.03016895,95.49791755
North-Eastern Region,Arunachal Pradesh,Longding,2019,Q2,6744,23464027.892812617,26.8794546,95.31556525
North-Eastern Region,Arunachal Pradesh,Papum Pare,2019,Q3,117940,301518075.7016427,27.28636665,93.6187716
North-Eastern Region,Arunachal Pradesh,West Kameng,2019,Q3,53939,147186019.87590763,27.4,92.35
North-Eastern Region,Arunachal Pradesh,Changlang,2019,Q3,29218,58354823.443366826,27.1398402,95.7382485
North-Eastern Region,Arunachal Pradesh,Lohit,2019,Q3,24505,54539458.21434432,27.8239052,95.861898
North-Eastern Region,Arunachal Pradesh,Tawang,2019,Q3,24097,72221026.28393415,27.5879186,91.863733
North-Eastern Region,Arunachal Pradesh,East Siang,2019,Q3,22611,58040119.9573143,28.3,95.15
North-Eastern Region,Arunachal Pradesh,Namsai,2019,Q3,13453,25507641.015596062,27.71403055,96.01597094
North-Eastern Region,Arunachal Pradesh,West Siang,2019,Q3,11889,30014806.816802975,28.4,94.55
North-Eastern Region,Arunachal Pradesh,Tirap,2019,Q3,11249,21737827.19336869,27.03016895,95.49791755
North-Eastern Region,Arunachal Pradesh,Longding,2019,Q3,10269,26620415.019238282,26.8794546,95.31556525
North-Eastern Region,Arunachal Pradesh,Papum Pare,2019,Q4,143272,378838002.3434037,27.28636665,93.6187716
North-Eastern Region,Arunachal Pradesh,West Kameng,2019,Q4,66740,198205637.50055438,27.4,92.35
North-Eastern Region,Arunachal Pradesh,Changlang,2019,Q4,33963,71874990.9639822,27.1398402,95.7382485
North-Eastern Region,Arunachal Pradesh,Tawang,2019,Q4,30077,91949243.6071119,27.5879186,91.863733
North-Eastern Region,Arunachal Pradesh,Lohit,2019,Q4,29281,67502324.59236205,27.8239052,95.861898
North-Eastern Region,Arunachal Pradesh,East Siang,2019,Q4,26605,72075285.44344108,28.3,95.15
North-Eastern Region,Arunachal Pradesh,Namsai,2019,Q4,18290,32501252.235055387,27.71403055,96.01597094
North-Eastern Region,Arunachal Pradesh,Tirap,2019,Q4,16459,38467790.7269052,27.03016895,95.49791755
North-Eastern Region,Arunachal Pradesh,West Siang,2019,Q4,14581,39460255.46641725,28.4,94.55
North-Eastern Region,Arunachal Pradesh,Lower Subansiri,2019,Q4,11806,29634357.486805215,27.8,93.6
North-Eastern Region,Arunachal Pradesh,Papum Pare,2020,Q1,180373,457430754.15953165,27.28636665,93.6187716
North-Eastern Region,Arunachal Pradesh,West Kameng,2020,Q1,75363,198712422.2374845,27.4,92.35
North-Eastern Region,Arunachal Pradesh,Changlang,2020,Q1,43858,93461363.58699805,27.1398402,95.7382485
North-Eastern Region,Arunachal Pradesh,Lohit,2020,Q1,36985,83701268.27182505,27.8239052,95.861898
North-Eastern Region,Arunachal Pradesh,East Siang,2020,Q1,33743,82011539.42531273,28.3,95.15
North-Eastern Region,Arunachal Pradesh,Tawang,2020,Q1,31865,84425193.41571434,27.5879186,91.863733
North-Eastern Region,Arunachal Pradesh,Namsai,2020,Q1,23112,46444942.9567038,27.71403055,96.01597094
North-Eastern Region,Arunachal Pradesh,West Siang,2020,Q1,19728,47929440.73153875,28.4,94.55
North-Eastern Region,Arunachal Pradesh,Tirap,2020,Q1,18369,40877851.79372531,27.03016895,95.49791755
North-Eastern Region,Arunachal Pradesh,Lower Subansiri,2020,Q1,15770,34273250.7179902,27.8,93.6
North-Eastern Region,Arunachal Pradesh,Papum Pare,2020,Q2,221728,535085907.3404856,27.28636665,93.6187716
North-Eastern Region,Arunachal Pradesh,West Kameng,2020,Q2,95421,251395972.22505814,27.4,92.35
North-Eastern Region,Arunachal Pradesh,Changlang,2020,Q2,69279,128572447.99797386,27.1398402,95.7382485
North-Eastern Region,Arunachal Pradesh,Lohit,2020,Q2,56541,114730675.47714494,27.8239052,95.861898
North-Eastern Region,Arunachal Pradesh,East Siang,2020,Q2,55680,112693868.80998959,28.3,95.15
North-Eastern Region,Arunachal Pradesh,Tawang,2020,Q2,44499,121561732.24171817,27.5879186,91.863733
North-Eastern Region,Arunachal Pradesh,Namsai,2020,Q2,34972,54870798.314045325,27.71403055,96.01597094
North-Eastern Region,Arunachal Pradesh,West Siang,2020,Q2,32777,72790231.05472675,28.4,94.55
North-Eastern Region,Arunachal Pradesh,Tirap,2020,Q2,28830,63497030.840810165,27.03016895,95.49791755
North-Eastern Region,Arunachal Pradesh,Lower Dibang Valley,2020,Q2,26234,42360072.52689613,28.21495625,95.87877404
North-Eastern Region,Arunachal Pradesh,Papum Pare,2020,Q3,298350,859373863.7202578,27.28636665,93.6187716
North-Eastern Region,Arunachal Pradesh,West Kameng,2020,Q3,111029,332812237.8096209,27.4,92.35
North-Eastern Region,Arunachal Pradesh,Changlang,2020,Q3,73842,159158438.92541084,27.1398402,95.7382485
North-Eastern Region,Arunachal Pradesh,East Siang,2020,Q3,69710,176323789.94437826,28.3,95.15
North-Eastern Region,Arunachal Pradesh,Lohit,2020,Q3,65889,156523653.1864311,27.8239052,95.861898
North-Eastern Region,Arunachal Pradesh,Tawang,2020,Q3,56016,182137862.72423625,27.5879186,91.863733
North-Eastern Region,Arunachal Pradesh,Namsai,2020,Q3,37019,76484566.53480485,27.71403055,96.01597094
North-Eastern Region,Arunachal Pradesh,West Siang,2020,Q3,34295,92449732.96070345,28.4,94.55
North-Eastern Region,Arunachal Pradesh,Tirap,2020,Q3,30046,81539831.5295825,27.03016895,95.49791755
North-Eastern Region,Arunachal Pradesh,Lower Dibang Valley,2020,Q3,27655,63469161.328603886,28.21495625,95.87877404
North-Eastern Region,Arunachal Pradesh,Papum Pare,2020,Q4,390528,1205917753.7046227,27.28636665,93.6187716
North-Eastern Region,Arunachal Pradesh,West Kameng,2020,Q4,129575,390436113.7366378,27.4,92.35
North-Eastern Region,Arunachal Pradesh,East Siang,2020,Q4,88632,250515095.18896666,28.3,95.15
North-Eastern Region,Arunachal Pradesh,Changlang,2020,Q4,84852,204367875.07299304,27.1398402,95.7382485
North-Eastern Region,Arunachal Pradesh,Lohit,2020,Q4,80530,196997836.79933694,27.8239052,95.861898
North-Eastern Region,Arunachal Pradesh,Tawang,2020,Q4,67262,240482254.58453605,27.5879186,91.863733
North-Eastern Region,Arunachal Pradesh,Namsai,2020,Q4,46762,111916731.51687588,27.71403055,96.01597094
North-Eastern Region,Arunachal Pradesh,West Siang,2020,Q4,45207,125118193.04939622,28.4,94.55
North-Eastern Region,Arunachal Pradesh,Tirap,2020,Q4,36124,104709589.66019581,27.03016895,95.49791755
North-Eastern Region,Arunachal Pradesh,Lower Dibang Valley,2020,Q4,33455,81929299.56817816,28.21495625,95.87877404
North-Eastern Region,Arunachal Pradesh,Papum Pare,2021,Q1,419891,1388723426.7156572,27.28636665,93.6187716
North-Eastern Region,Arunachal Pradesh,West Kameng,2021,Q1,120906,384735272.8434415,27.4,92.35
North-Eastern Region,Arunachal Pradesh,East Siang,2021,Q1,82357,253988360.79783517,28.3,95.15
North-Eastern Region,Arunachal Pradesh,Changlang,2021,Q1,78849,220167765.51868472,27.1398402,95.7382485
North-Eastern Region,Arunachal Pradesh,Lohit,2021,Q1,72380,198534806.934188,27.8239052,95.861898
North-Eastern Region,Arunachal Pradesh,Tawang,2021,Q1,54137,207859088.41115898,27.5879186,91.863733
North-Eastern Region,Arunachal Pradesh,Namsai,2021,Q1,45753,116637630.67690113,27.71403055,96.01597094
North-Eastern Region,Arunachal Pradesh,West Siang,2021,Q1,42575,138700637.29161483,28.4,94.55
North-Eastern Region,Arunachal Pradesh,Lower Dibang Valley,2021,Q1,32427,90709108.52350858,28.21495625,95.87877404
North-Eastern Region,Arunachal Pradesh,Tirap,2021,Q1,32043,110593517.14623192,27.03016895,95.49791755
North-Eastern Region,Arunachal Pradesh,Papum Pare,2021,Q2,552953,1501062555.477559,27.28636665,93.6187716
North-Eastern Region,Arunachal Pradesh,West Kameng,2021,Q2,164866,482626617.8657546,27.4,92.35
North-Eastern Region,Arunachal Pradesh,East Siang,2021,Q2,106787,286839106.4541313,28.3,95.15
North-Eastern Region,Arunachal Pradesh,Changlang,2021,Q2,105461,264031910.3489421,27.1398402,95.7382485
North-Eastern Region,Arunachal Pradesh,Lohit,2021,Q2,99686,230495504.24757013,27.8239052,95.861898
North-Eastern Region,Arunachal Pradesh,Tawang,2021,Q2,70061,251025037.95363933,27.5879186,91.863733
North-Eastern Region,Arunachal Pradesh,Namsai,2021,Q2,64781,147069902.3522784,27.71403055,96.01597094
North-Eastern Region,Arunachal Pradesh,West Siang,2021,Q2,59341,180700138.79997098,28.4,94.55
North-Eastern Region,Arunachal Pradesh,Tirap,2021,Q2,46320,144548683.3225929,27.03016895,95.49791755
North-Eastern Region,Arunachal Pradesh,Lower Dibang Valley,2021,Q2,42091,105552358.12192997,28.21495625,95.87877404
North-Eastern Region,Arunachal Pradesh,Papum Pare,2021,Q3,710098,1995999756.3372893,27.28636665,93.6187716
North-Eastern Region,Arunachal Pradesh,West Kameng,2021,Q3,209165,658232385.7409549,27.4,92.35
North-Eastern Region,Arunachal Pradesh,East Siang,2021,Q3,128957,368061706.2429154,28.3,95.15
North-Eastern Region,Arunachal Pradesh,Changlang,2021,Q3,120126,319705502.42197955,27.1398402,95.7382485
North-Eastern Region,Arunachal Pradesh,Lohit,2021,Q3,117879,275160751.4034922,27.8239052,95.861898
North-Eastern Region,Arunachal Pradesh,Tawang,2021,Q3,89052,365404078.3528414,27.5879186,91.863733
North-Eastern Region,Arunachal Pradesh,Namsai,2021,Q3,79292,177380632.18278247,27.71403055,96.01597094
North-Eastern Region,Arunachal Pradesh,West Siang,2021,Q3,65763,217065611.3332364,28.4,94.55
North-Eastern Region,Arunachal Pradesh,Lower Dibang Valley,2021,Q3,50270,133788746.95473914,28.21495625,95.87877404
North-Eastern Region,Arunachal Pradesh,Tirap,2021,Q3,47118,143620525.85725695,27.03016895,95.49791755
North-Eastern Region,Arunachal Pradesh,Papum Pare,2021,Q4,919925,2435796597.1781564,27.28636665,93.6187716
North-Eastern Region,Arunachal Pradesh,West Kameng,2021,Q4,247346,765859269.2953706,27.4,92.35
North-Eastern Region,Arunachal Pradesh,East Siang,2021,Q4,169617,450185173.037876,28.3,95.15
North-Eastern Region,Arunachal Pradesh,Changlang,2021,Q4,147432,403255246.4023236,27.1398402,95.7382485
North-Eastern Region,Arunachal Pradesh,Lohit,2021,Q4,142772,328942905.2553121,27.8239052,95.861898
North-Eastern Region,Arunachal Pradesh,Namsai,2021,Q4,105194,220513367.66283622,27.71403055,96.01597094
North-Eastern Region,Arunachal Pradesh,Tawang,2021,Q4,99575,412396002.3197621,27.5879186,91.863733
North-Eastern Region,Arunachal Pradesh,West Siang,2021,Q4,79050,267978346.9418527,28.4,94.55
North-Eastern Region,Arunachal Pradesh,Lower Dibang Valley,2021,Q4,65302,174980099.83925235,28.21495625,95.87877404
North-Eastern Region,Arunachal Pradesh,Lower Subansiri,2021,Q4,60146,199366119.13556093,27.8,93.6
North-Eastern Region,Arunachal Pradesh,Papum Pare,2022,Q1,1163726,2909248438.629796,27.28636665,93.6187716
North-Eastern Region,Arunachal Pradesh,West Kameng,2022,Q1,240672,705607894.004217,27.4,92.35
North-Eastern Region,Arunachal Pradesh,East Siang,2022,Q1,201945,501600929.04419017,28.3,95.15
North-Eastern Region,Arunachal Pradesh,Changlang,2022,Q1,171494,490549428.7793704,27.1398402,95.7382485
North-Eastern Region,Arunachal Pradesh,Lohit,2022,Q1,169954,393361044.4830233,27.8239052,95.861898
North-Eastern Region,Arunachal Pradesh,Namsai,2022,Q1,117173,256004887.5750422,27.71403055,96.01597094
North-Eastern Region,Arunachal Pradesh,West Siang,2022,Q1,92331,315562272.5888671,28.4,94.55
North-Eastern Region,Arunachal Pradesh,Tawang,2022,Q1,86721,346661566.51465106,27.5879186,91.863733
North-Eastern Region,Arunachal Pradesh,Lower Dibang Valley,2022,Q1,83531,235243185.52128848,28.21495625,95.87877404
North-Eastern Region,Arunachal Pradesh,Lower Subansiri,2022,Q1,73100,239825149.91154164,27.8,93.6
North-Eastern Region,Arunachal Pradesh,Papum Pare,2022,Q2,1444757,3269917296.5595775,27.28636665,93.6187716
North-Eastern Region,Arunachal Pradesh,West Kameng,2022,Q2,327925,893486447.5566866,27.4,92.35
North-Eastern Region,Arunachal Pradesh,East Siang,2022,Q2,261162,604825118.1911323,28.3,95.15
North-Eastern Region,Arunachal Pradesh,Lohit,2022,Q2,226199,502322813.6384013,27.8239052,95.861898
North-Eastern Region,Arunachal Pradesh,Changlang,2022,Q2,203732,513287861.1029648,27.1398402,95.7382485
North-Eastern Region,Arunachal Pradesh,Namsai,2022,Q2,152652,293920909.24794424,27.71403055,96.01597094
North-Eastern Region,Arunachal Pradesh,Tawang,2022,Q2,132824,494351396.8226246,27.5879186,91.863733
North-Eastern Region,Arunachal Pradesh,West Siang,2022,Q2,121772,375530981.6496287,28.4,94.55
